"كد درس","نام درس","نوع درس","تعداد واحد نظري","تعداد واحد عملي","كد ارائه کلاس درس","نام كلاس درس","مقطع ارائه درس","نوع ارائه","سطح ارائه","حداقل ظرفيت","حداكثر ظرفيت","تعداد ثبت نامي تاکنون","زمانبندي تشکيل کلاس","زمان امتحان","استاد","ساير اساتيد","مكان برگزاري","دانشجويان مجاز به اخذ کلاس","گروه آموزشی","دانشکده","واحد","استان"
"1164126845","روان‌شناسی عمومی","نظري","2","0","100-28","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 07:30 تا 09:15","1403/04/11 از 13:30 تا 15:00","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164158077","کاربرد رایانه در امور اداری ( 1 )","عملي","1","1","100-27","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","35","","سه شنبه  از 07:30 تا 09:30","1403/04/10 از 10:30 تا 12:00","مريم سليماني","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164107884","آمار و احتمالات مقدماتی","عملي","1","2","100-26","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 17:45 تا 19:30","1403/04/06 از 08:00 تا 09:30","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164158078","کاربرد رایانه در امور اداری ( 2 )","عملي","1","1","100-25","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","سه شنبه  از 09:30 تا 11:30","1403/04/06 از 10:30 تا 12:00","مريم سليماني","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164161482","کلیات علم اقتصاد","نظري","3","0","100-24","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","35","","يكشنبه  از 07:30 تا 10:30","1403/04/10 از 10:30 تا 12:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205966","حجم‌سازی و سفالگری با دست","كارگاهي","1","1","4022075","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","سه شنبه  از 07:30 تا 10:00","1403/04/09 از 10:30 تا 12:00","فاطمه نيک نهاد","","دانشکده مهارتی و کارآفرینی-آتلیه نقاشی1","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164175172","مکاتبات اداری و اداره امور دفتری","عملي","1","1","100-23","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","35","","سه شنبه  از 11:30 تا 13:30","1403/04/11 از 10:30 تا 12:00","مريم سليماني","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164123292","حقوق اداری و استخدامی","نظري","2","0","100-22","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 17:30 تا 19:15","1403/04/13 از 10:30 تا 12:00","علی خانی","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205920","برنامه ریزی آموزش مفاهیم علوم تجربی، پیش از دبستان","كارگاهي","1","1","4022047","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","پنج شنبه  از 07:30 تا 11:00","1403/04/14 از 10:30 تا 12:00","مهدی حاتمی","","دانشکده مهارتی و کارآفرینی-301","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205922","برنامه ریزی آموزش مفاهیم اجتماعی ودینی پیش از دبستان","كارگاهي","1","2","4022048","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","","1403/04/11 از 13:30 تا 15:00","سارا مقصودزاده سروستانی","","دانشکده مهارتی و کارآفرینی-301","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164104669","اصول‌ حسابداری‌ ( 2 )","نظري","3","0","100-21","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 13:45 تا 17:30","1403/04/02 از 08:00 تا 10:00","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000004954","مبانی کامپیوتر و برنامه نویسی پیش","نظري","2","0","1634111242","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","5","","شنبه  از 13:00 تا 14:30","","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000004954","مبانی کامپیوتر و برنامه نویسی پیش","نظري","2","0","1634111241","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","5","","شنبه  از 14:30 تا 16:00","","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000004954","مبانی کامپیوتر و برنامه نویسی پیش","نظري","2","0","1634111240","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","5","","يكشنبه  از 12:30 تا 14:00","","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000004954","مبانی کامپیوتر و برنامه نویسی پیش","نظري","2","0","1634111239","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","5","","يكشنبه  از 14:00 تا 15:30","","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000004954","مبانی کامپیوتر و برنامه نویسی پیش","نظري","2","0","1634111238","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","5","","يكشنبه  از 15:30 تا 17:00","","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889124453","حقوق کودک","نظري","1","0","4022044","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","چهارشنبه  از 14:00 تا 15:00","1403/04/05 از 08:00 تا 09:30","سید محمد حجی خراسانی.","","دانشکده مهارتی و کارآفرینی-206","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164118973","تشکیلات و روش‌های اداری","عملي","1","1","100-20","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 13:30 تا 15:30","1403/04/12 از 10:30 تا 12:00","سعیده سید علوی","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164153411","نظام‌های حقوق و دستمزد","عملي","1","1","100-19","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 15:30 تا 17:30","1403/04/02 از 13:30 تا 15:00","علی خانی","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164175160","بایگانی و اداره امور اسنادی","عملي","1","1","100-18","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","سه شنبه  از 17:30 تا 19:15","1403/04/03 از 13:30 تا 15:00","ابوذر عفیفی پور","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164149278","مدیریت منابع انسانی","نظري","2","0","100-17","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","35","","چهارشنبه  از 11:30 تا 13:30","1403/04/05 از 13:30 تا 15:00","سعیده سید علوی","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164130407","زبان‌تخصصی‌","نظري","2","0","100-16","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","پنج شنبه  از 07:30 تا 09:30","1403/04/14 از 13:30 تا 15:00","حسین حسینی","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164103896","آشنایی با پایگاه‌های اطلاعاتی","عملي","0","1","100-15","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","پنج شنبه  از 09:30 تا 11:30","1403/04/12 از 13:30 تا 15:00","حسین حسینی","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164158941","کارپردازی امور و اداره اموال","عملي","1","1","100-14","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","پنج شنبه  از 11:30 تا 13:30","1403/04/11 از 10:30 تا 12:00","حسین حسینی","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164167665","حقوق کار وتامین اجتماعی","نظري","2","0","100-13","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 17:30 تا 19:15","1403/04/10 از 13:30 تا 15:00","علی کیانی","","دانشکده مهارتی و کارآفرینی-205","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164132937","سازمان و وظایف انبارها","نظري","2","0","100-12","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","پنج شنبه  از 13:30 تا 15:30","1403/04/09 از 08:00 تا 09:30","حسین حسینی","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164128043","روش تحقیق و مأخذ شناسی","عملي","1","1","100-11","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","40","","پنج شنبه  از 15:30 تا 17:30","1403/04/07 از 13:30 تا 15:00","","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164156372","کارآموزی","كارآموزي","0","2","100-8","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","35","","","","زهره رئیسی","","","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55194","ریاضی پیش دانشگاهی","نظري","2","0","100-7","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","دوشنبه  از 11:00 تا 12:45","1403/04/02 از 10:30 تا 12:00","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55194","ریاضی پیش دانشگاهی","نظري","2","0","100-6","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 07:30 تا 09:15","1403/04/02 از 10:30 تا 12:00","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1008156275","کارآفرینی","نظري_عملي","2","1","100-5","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","دوشنبه  از 07:30 تا 10:00","1403/04/09 از 10:30 تا 12:00","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1008156275","کارآفرینی","نظري_عملي","2","1","100-4","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 11:00 تا 13:30","1403/04/09 از 10:30 تا 12:00","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1164121481","جامعه‌شناسی عمومی","نظري","2","0","100-3","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","40","","سه شنبه  از 13:30 تا 15:30","1403/04/05 از 08:00 تا 09:30","ابوذر عفیفی پور","","دانشکده مهارتی و کارآفرینی-204","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"100001","کارآموزی طرح پویش (2) کاردانی و کارشناسی","كارآموزي","0","2","100-2","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","30","","","","زهره رئیسی","","","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"100000","کارآموزی طرح پویش (1) کاردانی و کارشناسی","كارآموزي","0","2","100-1","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","30","","","","زهره رئیسی","","","","گروه آموزشي مديريت(7116311)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205906","واحد کار هنر","كارگاهي","1","1","4022076","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","سه شنبه  از 13:00 تا 15:30","1403/04/09 از 13:30 تا 15:00","فاطمه نيک نهاد","","دانشکده مهارتی و کارآفرینی-203","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889111820","برنامه ریزی دردوره پیش ازدبستان","نظري_عملي","1","1","4022042","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","سه شنبه  از 13:00 تا 15:15","1403/04/12 از 08:00 تا 09:30","شکراله بزرگی","","دانشکده مهارتی و کارآفرینی-205","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889127116","روانشناسی رشد کودک","نظري","2","0","4022041","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","شنبه  از 13:00 تا 14:45","1403/04/03 از 13:30 تا 15:00","فرحناز نمازی","","دانشکده مهارتی و کارآفرینی-آتلیه نقاشی1","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000014156","تغذیه و بهداشت مواد غذایی","نظري_عملي","1","1","4022074","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","دوشنبه  از 17:00 تا 18:45","1403/04/13 از 13:30 تا 15:00","محمد محمدی","","دانشکده مهارتی و کارآفرینی-206","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000005279","روان شناسی عمومی","نظري","2","0","4022070","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","50","","دوشنبه  از 09:15 تا 11:00","1403/04/06 از 13:30 تا 15:00","زهرا جاويدتاش","","دانشکده مهارتی و کارآفرینی-101","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205914","زبان فنی تربیت کودک","نظري","2","0","4022057","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","چهارشنبه  از 14:30 تا 16:15","1403/04/05 از 10:30 تا 12:00","محمدحسين عرب","","دانشکده مهارتی و کارآفرینی-205","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205925","اصول سرپرستی در مراکز پیش از دبستان","نظري","2","0","4022063","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","15","","دوشنبه  از 14:30 تا 16:15","1403/04/06 از 10:30 تا 12:00","","","","","گروه آموزشي صنايع(7116338)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205908","پرورش مهارت های  آموزش هنر، نقاشی و کاردستی","كارگاهي","1","2","4022043","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","سه شنبه  از 10:00 تا 13:00","1403/04/14 از 08:00 تا 09:30","فاطمه نيک نهاد","","دانشکده مهارتی و کارآفرینی-آتلیه نقاشی1","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205923","برنامه ریزی آموزش مفاهیم علوم ریاضی پیش از دبستان","كارگاهي","1","1","4022056","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","شنبه  از 07:30 تا 10:00","1403/04/13 از 10:30 تا 12:00","شکراله بزرگی","","دانشکده مهارتی و کارآفرینی-205","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"100000","کارآموزی طرح پویش (1) کاردانی و کارشناسی","كارآموزي","0","2","1634022111","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","50","","","","سید محمد حجی خراسانی.","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889131876","زیست شناسی","نظري","3","0","4022045","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","50","","دوشنبه  از 07:30 تا 09:15","1403/04/09 از 08:00 تا 09:30","سید محمد حجی خراسانی.","","دانشکده مهارتی و کارآفرینی-101","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205912","به کار گیری اصول تغذیه در رشد کودک","كارگاهي","1","1","4022068","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","شنبه  از 09:15 تا 12:45","1403/04/11 از 08:00 تا 09:30","فرحناز نمازی","","دانشکده مهارتی و کارآفرینی-101","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889205916","برنامه ریزی آموزش حرکات ورزشی واصلاحی کودکان","كارگاهي","1","1","4022051","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","دوشنبه  از 07:30 تا 10:00","1403/03/07 از 08:00 تا 09:30","شکراله بزرگی","","دانشکده مهارتی و کارآفرینی-205","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000014671","بیماری های شایع کودکان","نظري","2","0","4022071","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","25","","چهارشنبه  از 16:15 تا 18:00","1403/04/12 از 10:30 تا 12:00","محمدحسين عرب","","دانشکده مهارتی و کارآفرینی-205","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"5889130047","ریاضی عمومی","نظري","2","0","1638036","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","50","","دوشنبه  از 09:15 تا 11:00","1403/04/07 از 10:30 تا 12:00","علیرضا عقیلی","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55009","ریاضیات و آمار (پیش نیاز دانشگاهی)","نظري","2","0","1638037","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","50","","دوشنبه  از 11:00 تا 12:45","1403/04/02 از 10:30 تا 12:00","علیرضا عقیلی","","دانشکده مهارتی و کارآفرینی-101","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6004206933","مبانی عمومی رایانه","كارگاهي","1","1","200-61","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 13:00 تا 14:30","","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000004954","مبانی کامپیوتر و برنامه نویسی پیش","نظري","2","0","200-60","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 14:30 تا 16:00","","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939148242","مدیریت‌ مالی‌","نظري","3","0","500-59","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","سه شنبه  از 13:30 تا 16:30","1403/04/03 از 10:30 تا 12:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939122524","حسابداری‌ دولتی‌ 1","نظري","3","0","500-58","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","سه شنبه  از 16:30 تا 18:30","1403/04/02 از 13:30 تا 15:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6004122528","حسابداری‌شرکتها 2","نظري_عملي","2","1","500-57","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 14:30 تا 17:30","1403/04/12 از 13:30 تا 15:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939122538","حسابداری‌ مالی‌","نظري","3","0","500-56","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 11:30 تا 14:30","1403/04/14 از 08:30 تا 10:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939130423","زبان‌ فنی‌","نظري","2","0","500-55","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","پنج شنبه  از 10:30 تا 12:30","1403/04/03 از 13:30 تا 15:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000004954","مبانی کامپیوتر و برنامه نویسی پیش","نظري","2","0","500-54","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 12:30 تا 14:00","","","","","","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6004123242","حقوق‌ تجارت‌","نظري","2","0","500-53","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","دوشنبه  از 17:30 تا 19:15","1403/04/03 از 08:30 تا 10:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55152","اصول حسابداری (جبرانی)","نظري","4","0","500-52","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 13:45 تا 17:30","1403/04/02 از 08:00 تا 10:00","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000002729","کارآفرینی وپروژه","نظري_عملي","1","1","500-51","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","دوشنبه  از 07:30 تا 10:00","1403/04/09 از 10:30 تا 12:00","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939122527","حسابداری‌ شرکتها ) 1 (","نظري","3","0","500-50","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 10:30 تا 13:30","1403/04/05 از 10:30 تا 12:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939126108","ریاضی عمومی ( 1 )","نظري","3","0","500-49","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 07:30 تا 09:15","1403/04/07 از 10:30 تا 12:00","","","","","گروه آموزشي صنايع(7116338)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939174787","اقتصاد ( 1 ) ( خرد )","نظري","3","0","500-48","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 07:30 تا 10:30","1403/04/10 از 10:30 تا 12:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939133294","سرپرستی‌ سازمان‌","نظري","2","0","500-47","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","يكشنبه  از 15:30 تا 17:30","1403/04/13 از 10:30 تا 12:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6004156372","کارآموزی","كارآموزي","0","2","500-46","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","","","زهره رئیسی","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939161299","کلیات‌ حقوق‌","نظري","2","0","500-45","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","دوشنبه  از 15:45 تا 17:30","1403/04/07 از 10:30 تا 12:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55076","حسابداری صنعتی (جبرانی)","نظري","2","0","500-44","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 09:30 تا 11:30","1403/04/12 از 08:30 تا 10:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939122531","حسابداری‌ صنعتی‌ 1","نظري","3","0","500-43","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","دوشنبه  از 09:30 تا 12:30","1403/04/11 از 08:30 تا 10:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939162687","حسابرسی ( 1 )","نظري","3","0","500-42","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 17:30 تا 19:15","1403/04/10 از 13:30 تا 15:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939158770","کاربرد کامپیوتر در حسابداری 2 ( پیوسته )","عملي","1","1","500-41","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 11:30 تا 13:30","1403/04/07 از 08:00 تا 10:00","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939174790","اقتصاد ( 2 ) ( کلان )","نظري","3","0","500-40","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","پنج شنبه  از 15:30 تا 17:30","1403/04/05 از 13:30 تا 15:30","امیر انصاری","","دانشکده مهارتی و کارآفرینی-203","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"7000002728","روش های آماری","نظري_عملي","2","1","500-39","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","شنبه  از 17:45 تا 19:30","1403/04/06 از 08:00 تا 09:30","","","","","گروه آموزشي علوم تربيتي(7116321)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939122812","حسابداری مالیاتی","نظري","2","0","500-38","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 07:30 تا 09:30","1403/04/12 از 10:30 تا 12:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1939105049","اصول تنظیم و کنترل بودجه دولتی","نظري","2","0","500-37","","کاردانی پیوسته","حضوري","ارائه در سطح دانشکده","","45","","چهارشنبه  از 09:30 تا 11:30","1403/04/14 از 10:30 تا 12:30","","","","","گروه آموزشي حسابداري(7116312)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
