"كد درس","نام درس","استاد","كد ارائه کلاس درس","مقطع ارائه درس","حداكثر ظرفيت","تعداد واحد نظري","تعداد واحد عملي","نوع درس","نام كلاس درس","نوع ارائه","سطح ارائه","حداقل ظرفيت","تعداد ثبت نامي تاکنون","زمانبندي تشکيل کلاس","زمان امتحان","ساير اساتيد","مكان برگزاري","دانشجويان مجاز به اخذ کلاس","گروه آموزشی","دانشکده","واحد","استان"
"92381","تاریخ فرهنگ و تمدن اسلام و ایران","محمدرضا حبیبی مهر","163175136","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 09:00 تا 10:30","1402/04/04 از 13:30 تا 15:00",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"92381","تاریخ فرهنگ و تمدن اسلام و ایران","محمدرضا حبیبی مهر","163175135","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 07:30 تا 09:00","1402/04/04 از 13:30 تا 15:00",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"92381","تاریخ فرهنگ و تمدن اسلام و ایران","مهدي يعقوبي","163175134","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 15:30 تا 17:00","1402/04/04 از 13:30 تا 15:00",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"92381","تاریخ فرهنگ و تمدن اسلام و ایران","مهدي يعقوبي","163175133","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 14:00 تا 15:30","1402/04/04 از 13:30 تا 15:00",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"92381","تاریخ فرهنگ و تمدن اسلام و ایران","اصغر زرنگار","163175132","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 18:30 تا 20:00","1402/04/04 از 13:30 تا 15:00",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"92381","تاریخ فرهنگ و تمدن اسلام و ایران","اصغر زرنگار","163175131","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 12:30 تا 14:00","1402/04/04 از 13:30 تا 17:00",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"92381","تاریخ فرهنگ و تمدن اسلام و ایران","جعفر شریفی","163175130","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 10:30 تا 12:00","1402/04/04 از 13:30 تا 15:00",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"92381","تاریخ فرهنگ و تمدن اسلام و ایران","جعفر شریفی","163175129","كارشناسي پيوسته","43","2","0","نظري",,"حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 09:00 تا 10:30","1402/04/04 از 13:30 تا 15:00",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","علی نیکویی","163175041","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 12:30 تا 14:00","1402/04/10 از 13:30 تا 15:30",,"110 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","علی نیکویی","163175040","كارشناسي پيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 10:30 تا 12:00","1402/04/10 از 13:30 تا 15:30",,"110 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","محمدعلی نعمت الهی","163175428","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 07:30 تا 09:00","1402/03/29 از 13:30 تا 15:00",,"210 دانشکده مهندسی 2","رشته[دندانپزشکی,دندانپزشکی کودکان--,دندانپزشکی","گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","شایسته شریعتمداری","163175857","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 15:30 تا 17:00","1402/04/04 از 08:00 تا 09:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","شایسته شریعتمداری","163175856","كارشناسي پيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 14:00 تا 15:30","1402/04/04 از 08:00 تا 09:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","فرخ حبیبی مهکویه","163175077","كارشناسي ناپيوسته","43","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 17:00 تا 18:30","1402/04/10 از 11:00 تا 12:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","صدیقه بحرانی","163175584","كارشناسي ناپيوسته","43","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 14:00 تا 15:30","1402/04/04 از 11:00 تا 12:30",,"212دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","محمد آزاد","163175280","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 18:30 تا 20:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","محمد آزاد","163175279","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 17:00 تا 18:30","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","محمد آزاد","163175278","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 15:30 تا 17:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","محمد آزاد","163175277","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 14:00 تا 15:30","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","غلامرضا صفرپور","163175276","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 12:30 تا 14:00","1402/04/04 از 15:00 تا 16:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","غلامرضا صفرپور","163175275","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 10:30 تا 12:00","1402/04/04 از 15:00 تا 16:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","غلامرضا صفرپور","163175274","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 09:00 تا 10:30","1402/04/04 از 15:00 تا 16:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","غلامرضا صفرپور","163175273","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 07:30 تا 09:00","1402/04/04 از 15:00 تا 16:30",,"109 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","عبدالرسول خسروبیگ","163175272","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 15:30 تا 17:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","عبدالرسول خسروبیگ","163175271","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 14:00 تا 15:30","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","علی ضامن راحمی اردکانی","163175270","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 12:30 تا 14:00","1402/04/04 از 15:00 تا 16:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","علی ضامن راحمی اردکانی","163175269","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 10:30 تا 12:00","1402/04/04 از 15:00 تا 16:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","علی ضامن راحمی اردکانی","163175268","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 09:00 تا 10:30","1402/04/04 از 15:00 تا 16:30",,"311 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","مختار کلانتری","163175266","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 15:30 تا 17:00","1402/04/04 از 15:00 تا 16:30",,"212دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","مختار کلانتری","163175265","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 10:30 تا 12:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","مختار کلانتری","163175264","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 09:00 تا 10:30","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","مختار کلانتری","163175263","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"دوشنبه  از 07:30 تا 09:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","حیدر بهرامی","163175262","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 12:30 تا 14:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","حیدر بهرامی","163175261","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 10:30 تا 12:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","حیدر بهرامی","163175260","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 09:00 تا 10:30","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","حیدر بهرامی","163175259","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"يكشنبه  از 07:30 تا 09:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","عبدالرحیم فرج زاده","163175258","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 18:30 تا 20:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","عبدالرحیم فرج زاده","163175257","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 17:00 تا 18:30","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","عبدالرحیم فرج زاده","163175256","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 15:30 تا 17:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","عبدالرحیم فرج زاده","163175255","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 14:00 تا 15:30","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","احسان اله خرمی","163175254","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 12:30 تا 14:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","احسان اله خرمی","163175253","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 10:30 تا 12:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","احسان اله خرمی","163175252","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 09:00 تا 10:30","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","احسان اله خرمی","163175251","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 07:30 تا 09:00","1402/04/04 از 15:00 تا 16:30",,"210 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90046","آشنایی با قانون اساسی جمهوری اسلامی ایران","فاطمه باقری","163175304","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 18:30 تا 20:00","1402/04/10 از 09:30 تا 11:00",,"314 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90046","آشنایی با قانون اساسی جمهوری اسلامی ایران","فاطمه باقری","163175303","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 17:00 تا 18:30","1402/04/10 از 09:30 تا 11:00",,"314 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90046","آشنایی با قانون اساسی جمهوری اسلامی ایران","فاطمه باقری","163175207","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 15:30 تا 17:00","1402/04/10 از 09:30 تا 11:00",,"314 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90046","آشنایی با قانون اساسی جمهوری اسلامی ایران","فاطمه باقری","163175301","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 14:00 تا 15:30","1402/04/10 از 09:30 تا 11:00",,"314 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)",,"163175571","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 12:30 تا 14:00","1402/04/04 از 11:00 تا 12:30",,"13 دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99073","اندیشه ها و وصایای امام خمینی(ره)","محمدمهدی محمدی","163175189","كارشناسي پيوسته","42","1","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"شنبه  از 09:00 تا 10:30","1403/03/29 از 15:00 تا 16:30",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90613","انسان در اسلام",,"163175451","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 15:30 تا 17:00","1402/04/04 از 11:00 تا 12:30",,"13 دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90613","انسان در اسلام",,"163175450","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 14:00 تا 15:30","1402/04/04 از 11:00 تا 12:30",,"13 دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","غلامحسین زارعی نژاد","163175342","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 12:30 تا 14:00","1402/04/10 از 09:30 تا 11:00",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","غلامحسین زارعی نژاد","163175341","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 10:30 تا 12:00","1402/04/10 از 09:30 تا 11:00",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","غلامحسین زارعی نژاد","163175340","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 09:00 تا 10:30","1402/04/10 از 09:30 تا 11:00",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","غلامحسین زارعی نژاد","163175339","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 07:30 تا 09:00","1402/04/10 از 09:30 تا 11:00",,"313 دانشکده اقتصاد و مدیریت",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","مهسا عمادي","163175338","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 12:30 تا 14:00","1402/04/10 از 09:30 تا 11:00",,"110 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","مهسا عمادي","163175336","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 09:00 تا 10:30","1402/04/10 از 09:30 تا 11:00",,"110 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","مهسا عمادي","163175335","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"پنج شنبه  از 10:30 تا 12:00","1402/04/10 از 09:30 تا 11:00",,"کنفرانس 107 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","خسرو شمسایی","163175334","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 17:00 تا 18:30","1402/04/10 از 09:30 تا 11:00",,"110 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","خسرو شمسایی","163175333","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 15:30 تا 17:00","1402/04/10 از 09:30 تا 11:00",,"110 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","خسرو شمسایی","163175332","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 14:00 تا 15:30","1402/04/10 از 09:30 تا 11:00",,"110 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","خسرو شمسایی","163175331","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 18:30 تا 20:00","1402/04/10 از 09:30 تا 11:00",,"110 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","فاطمه باقری","163175327","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 12:30 تا 14:00","1402/04/10 از 09:30 تا 11:00",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","فاطمه باقری","163175326","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 10:30 تا 12:00","1402/04/10 از 09:30 تا 11:00",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","فاطمه باقری","163175325","كارشناسي پيوسته","42","2","0","نظري","خواهران","حضوري","ارائه در سطح دانشکده",,,"چهارشنبه  از 09:00 تا 10:30","1402/04/10 از 09:30 تا 11:00",,"کنفرانس 207 دانشکده مهندسی 2",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","مصطفی بخرد","163175324","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 12:30 تا 14:00","1402/04/10 از 09:30 تا 11:00",,"212دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90755","انقلاب اسلامی ایران","مصطفی بخرد","163175323","كارشناسي پيوسته","42","2","0","نظري","برادران","حضوري","ارائه در سطح دانشکده",,,"سه شنبه  از 10:30 تا 12:00","1402/04/10 از 09:30 تا 11:00",,"212دانشکده حقوق و علوم انسانی",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
