"كد درس","نام درس","كد ارائه کلاس درس","استاد","مقطع ارائه درس","زمانبندي تشکيل کلاس","نوع درس","تعداد واحد نظري","تعداد واحد عملي","نام كلاس درس","نوع ارائه","سطح ارائه","حداقل ظرفيت","حداكثر ظرفيت","زمان امتحان","مكان برگزاري","گروه آموزشی","دانشکده","واحد","استان"
"1884141492","فیزیک 2","163330408",,"كارشناسي پيوسته","سه شنبه از 07:30 تا 10:30","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/10/25 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6242",,"كارشناسي پيوسته","پنج شنبه از 12:00 تا 13:30","عملي","0","1","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/15 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6274","سیده شیوا دادوند","كارشناسي پيوسته","دوشنبه از 10:30 تا 12:00","عملي","0","1","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/12 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6273","سیده شیوا دادوند","كارشناسي پيوسته","دوشنبه از 09:00 تا 10:30","عملي","0","1","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/12 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6272","سیده شیوا دادوند","كارشناسي پيوسته","دوشنبه از 07:30 تا 09:00","عملي","0","1","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/12 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6243",,"كارشناسي پيوسته","پنج شنبه از 10:30 تا 12:00","عملي","0","1","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/15 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6241","فرزانه رحیمی","كارشناسي پيوسته","دوشنبه از 10:30 تا 12:00","عملي","0","1","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/12 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6271","نسیبه کاظمی","كارشناسي پيوسته","سه شنبه از 13:30 تا 15:00","عملي","0","1","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/14 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6270","محمد یزدان پناه","كارشناسي پيوسته","شنبه از 15:00 تا 16:30","عملي","0","1","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/10 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6269","محمد یزدان پناه","كارشناسي پيوسته","چهارشنبه از 18:00 تا 19:30","عملي","0","1","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/14 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99062","ورزش 1","163-6268","محمد یزدان پناه","كارشناسي پيوسته","چهارشنبه از 13:30 تا 15:00","عملي","0","1","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/14 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7966","سید رسول سوزنده پور","كارشناسي پيوسته","شنبه از 10:30 تا 12:00","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/10 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7965","سید رسول سوزنده پور","كارشناسي پيوسته","شنبه از 09:00 تا 10:30","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/10 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7964","سید رسول سوزنده پور","كارشناسي پيوسته","شنبه از 07:30 تا 09:00","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/10 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7963",,"كارشناسي پيوسته","شنبه از 15:00 تا 16:30","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/15 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7962",,"كارشناسي پيوسته","شنبه از 13:30 تا 15:00","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/15 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7961",,"كارشناسي پيوسته","شنبه از 12:00 تا 13:30","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/15 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7960",,"كارشناسي پيوسته","شنبه از 10:30 تا 12:00","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/15 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7959",,"كارشناسي پيوسته","شنبه از 09:00 تا 10:30","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/15 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7958",,"كارشناسي پيوسته","شنبه از 07:30 تا 09:00","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/15 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-791",,"كارشناسي پيوسته","يكشنبه از 12:00 تا 13:30","نظري_عملي","0.50","0.50","برادران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/11 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7957",,"كارشناسي پيوسته","دوشنبه از 15:00 تا 16:30","نظري_عملي","0.50","0.50","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/12 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7956",,"كارشناسي پيوسته","دوشنبه از 13:30 تا 15:00","نظري_عملي","0.50","0.50","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/12 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7955",,"كارشناسي پيوسته","دوشنبه از 12:00 تا 13:30","نظري_عملي","0.50","0.50","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/12 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7954",,"كارشناسي پيوسته","چهارشنبه از 15:00 تا 16:30","نظري_عملي","0.50","0.50","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/14 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99079","تربیت بدنی","163-7953",,"كارشناسي پيوسته","چهارشنبه از 13:30 تا 15:00","نظري_عملي","0.50","0.50","خواهران","حضوري","ارائه در سطح دانشکده",,"10","1401/10/14 از 08:00 تا 10:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"55006","زبان فارسی (پیش نیاز دانشگاهی)","163114122222868","محمد رنجبر خرم مکانی","كارشناسي پيوسته","چهارشنبه از 17:00 تا 18:30","نظري","2","0",,"حضوري","ارائه در سطح دانشکده",,"40","1401/11/08 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90029","فارسی","163114122222867","صدیقه کریمی","كارشناسي پيوسته","شنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح دانشکده",,"0","1401/11/08 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90029","فارسی","163114122222865","محمد دری","كارشناسي پيوسته","سه شنبه از 12:30 تا 14:45","نظري","3","0",,"حضوري","ارائه در سطح دانشکده",,"40","1401/11/08 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90029","فارسی","163114122222864","فرح نیازکار","كارشناسي پيوسته","يكشنبه از 14:45 تا 17:00","نظري","3","0",,"حضوري","ارائه در سطح دانشکده",,"40","1401/11/08 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175299","سید محمد رضا پیرمرادیان","كارشناسي پيوسته","پنج شنبه از 15:30 تا 17:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"20","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","163175491","عبدالرسول خسروبیگ","كارشناسي پيوسته","شنبه از 17:00 تا 18:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90881","آشنایی با دفاع مقدس","163175490","محمد آزاد","كارشناسي پيوسته","چهارشنبه از 17:00 تا 18:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","163175138","سمیه امیری","كارشناسي پيوسته","دوشنبه از 12:30 تا 14:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"23","1401/10/27 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628145941","مبانی کامپیوتر و برنامه‌سازی","163330407","رویا بهروزی","كارشناسي پيوسته","يكشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"0","1401/10/26 از 13:30 تا 15:30","مرکز رایانه 15 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628145941","مبانی کامپیوتر و برنامه‌سازی","163330406","رویا بهروزی","كارشناسي پيوسته","دوشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"0","1401/10/26 از 13:30 تا 15:30","مرکز رایانه 15 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628145941","مبانی کامپیوتر و برنامه‌سازی","163330405","رویا بهروزی","كارشناسي پيوسته","سه شنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"0","1401/10/26 از 13:30 تا 15:30","مرکز رایانه 15 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628145941","مبانی کامپیوتر و برنامه‌سازی","163330404",,"كارشناسي پيوسته","چهارشنبه از 12:30 تا 14:45","نظري","3","0","دکتر علی حسینی","حضوري","ارائه در سطح گروه آموزشی",,"0","1401/10/26 از 13:30 تا 15:30","مرکز رایانه 20 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628145941","مبانی کامپیوتر و برنامه‌سازی","163330403",,"كارشناسي پيوسته","چهارشنبه از 07:30 تا 09:45","نظري","3","0","دکتر علی حسینی","حضوري","ارائه در سطح گروه آموزشی",,"0","1401/10/26 از 13:30 تا 15:30","مرکز رایانه 20 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628127605","روش پژوهش و ارایه","163330400","امین اسکندری","كارشناسي پيوسته","سه شنبه از 09:00 تا 10:30","نظري","2","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/26 از 08:00 تا 10:00","مرکز رایانه 17 دانشکده مهندسی 1","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628127605","روش پژوهش و ارایه","163330399","مهدی آزادمنش","كارشناسي پيوسته","شنبه از 17:00 تا 18:30","نظري","2","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/26 از 08:00 تا 10:00","دانشکده مهندسی 1 کلاس 210","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628127605","روش پژوهش و ارایه","163330398","مهدی آزادمنش","كارشناسي پيوسته","شنبه از 15:30 تا 17:00","نظري","2","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/26 از 08:00 تا 10:00","دانشکده مهندسی 1 کلاس 210","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628127605","روش پژوهش و ارایه","163330397","مهدی آزادمنش","كارشناسي پيوسته","شنبه از 14:00 تا 15:30","نظري","2","0",,"حضوري","ارائه در سطح گروه آموزشی",,"25","1401/10/26 از 08:00 تا 10:00","دانشکده مهندسی 1 کلاس 210","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"6138114704","پروژه","163330293",,"كارشناسي پيوسته",,"عملي","0","3",,"حضوري","ارائه در سطح گروه آموزشی",,"3",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628156372","کارآموزی","163330392","امین طوسی","كارشناسي پيوسته",,"كارآموزي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"100",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884156372","کارآموزی","163330391",,"كارشناسي پيوسته",,"كارآموزي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"20",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1399156372","کارآموزی","163330390",,"كارشناسي پيوسته",,"كارآموزي","0","3",,"حضوري","ارائه در سطح گروه آموزشی",,"20",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1603156372","کارآموزی","163330389",,"كارشناسي پيوسته",,"كارآموزي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"20",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4293183688","پروژه نرم افزار","163330388",,"كارشناسي پيوسته",,"عملي","0","3",,"حضوري","ارائه در سطح گروه آموزشی",,"20",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628183688","پروژه نرم افزار","163330387","امین طوسی","كارشناسي پيوسته",,"عملي","0","3",,"حضوري","ارائه در سطح گروه آموزشی",,"100",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628114947","پروژه فناوری اطلاعات","163330386",,"كارشناسي پيوسته",,"عملي","0","3",,"حضوري","ارائه در سطح گروه آموزشی",,"100",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884183688","پروژه نرم افزار","163330385",,"كارشناسي پيوسته",,"عملي","0","3",,"حضوري","ارائه در سطح گروه آموزشی",,"20",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1399183688","پروژه نرم افزار","163330384",,"كارشناسي پيوسته",,"عملي","0","3",,"حضوري","ارائه در سطح گروه آموزشی",,"20",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1603114947","پروژه فناوری اطلاعات","163330383",,"كارشناسي پيوسته",,"عملي","0","3",,"حضوري","ارائه در سطح گروه آموزشی",,"20",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99083","انس با قرآن کریم","16381142","محمدحسين نجابت","كارشناسي پيوسته","دوشنبه از 14:30 تا 16:00","نظري","1","0",,"حضوري","ارائه در سطح دانشکده",,"0","1401/10/27 از 10:30 تا 11:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99083","انس با قرآن کریم","16381141","محمدحسين نجابت","كارشناسي پيوسته","دوشنبه از 07:30 تا 09:00","نظري","1","0",,"حضوري","ارائه در سطح دانشکده",,"0","1401/10/27 از 10:30 تا 11:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99083","انس با قرآن کریم","16381140","محمدحسين نجابت","كارشناسي پيوسته","چهارشنبه از 17:00 تا 18:30","نظري","1","0",,"حضوري","ارائه در سطح دانشکده",,"0","1401/10/27 از 10:30 تا 11:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99084","کارآفرینی","163517069","غلامحسین شفیعی","كارشناسي پيوسته","شنبه از 12:30 تا 14:45","نظري_عملي","2","1",,"حضوري","ارائه در سطح دانشکده",,"30","1401/10/28 از 15:30 تا 17:30",,"گروه آموزشي شيمي(7116316)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628129880","ریاضیات گسسته","163114122222825",,"كارشناسي پيوسته","پنج شنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"40","1401/10/26 از 08:00 تا 10:30","219","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628129880","ریاضیات گسسته","163114122222824",,"كارشناسي پيوسته","پنج شنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"40","1401/10/26 از 08:00 تا 10:30","219","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628129880","ریاضیات گسسته","163114122222823",,"كارشناسي پيوسته","چهارشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"40","1401/10/26 از 08:00 تا 10:30","209","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4628129880","ریاضیات گسسته","163114122222822",,"كارشناسي پيوسته","چهارشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"40","1401/10/26 از 08:00 تا 10:30","209","گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884173912","آزمایشگاه مدار های منطقی ومعماری کامپیوتر","163330380",,"كارشناسي پيوسته","يكشنبه از 17:00 تا 18:30","آزمايشگاهي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"5",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884169362","سیستم های عامل","163330378",,"كارشناسي پيوسته","دوشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/11/01 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1399130413","زبان‌ تخصصی‌ نرم‌ افزار","163330376",,"كارشناسي پيوسته","يكشنبه از 10:30 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/11/04 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1399131409","زبان ماشین و اسمبلی","163330375",,"كارشناسي پيوسته","سه شنبه از 09:45 تا 12:00","عملي","1","1",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/10/29 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884114001","پایگاه‌داده‌ها","163330374",,"كارشناسي پيوسته","يكشنبه از 09:45 تا 12:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/11/06 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884103186","آزمایشگاه های شبکه های کامپیوتری","163330373",,"كارشناسي پيوسته","پنج شنبه از 14:00 تا 15:30","آزمايشگاهي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"5",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884102126","آزمایشگاه ریز پردارنده","163330371",,"كارشناسي پيوسته","يكشنبه از 17:00 تا 18:30","آزمايشگاهي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"5",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"99083","انس با قرآن کریم","16381139","سید مسعود زبرجد","كارشناسي پيوسته","چهارشنبه از 16:00 تا 17:30","نظري","1","0",,"حضوري","ارائه در سطح دانشکده",,"25","1401/10/27 از 10:30 تا 11:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884135319","سیگنال وسیستم‌ها","163330363",,"كارشناسي پيوسته","يكشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/10/24 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884169362","سیستم های عامل","163330361",,"كارشناسي پيوسته","دوشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/11/01 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1399130413","زبان‌ تخصصی‌ نرم‌ افزار","163330359",,"كارشناسي پيوسته","يكشنبه از 07:30 تا 09:00","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/11/04 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"4293131409","زبان ماشین و اسمبلی","163330358",,"كارشناسي پيوسته","سه شنبه از 07:30 تا 09:45","عملي","1","1",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/10/29 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1399131409","زبان ماشین و اسمبلی","163330356",,"كارشناسي پيوسته","دوشنبه از 07:30 تا 09:45","عملي","1","1",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/10/29 از 10:30 تا 12:30",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884127605","روش پژوهش و ارائه","163330354",,"كارشناسي پيوسته","يكشنبه از 09:00 تا 10:30","نظري","2","0",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/10/26 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884114001","پایگاه‌داده‌ها","163330353",,"كارشناسي پيوسته","يكشنبه از 07:30 تا 09:45","نظري","3","0",,"حضوري","ارائه در سطح گروه آموزشی",,"5","1401/11/06 از 08:00 تا 10:00",,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1884103186","آزمایشگاه های شبکه های کامپیوتری","163330352",,"كارشناسي پيوسته","پنج شنبه از 15:30 تا 17:00","آزمايشگاهي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"5",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"1603102246","آزمایشگاه سیستم‌های عامل","163330350",,"كارشناسي پيوسته","يكشنبه از 09:00 تا 10:30","عملي","0","1",,"حضوري","ارائه در سطح گروه آموزشی",,"5",,,"گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
