"كد درس","نام درس","كد ارائه کلاس درس","استاد","مقطع ارائه درس","زمانبندي تشکيل کلاس","نوع درس","تعداد واحد نظري","تعداد واحد عملي","نام كلاس درس","نوع ارائه","سطح ارائه","حداقل ظرفيت","حداكثر ظرفيت","زمان امتحان","مكان برگزاري","گروه آموزشی","دانشکده","واحد","استان"
"90763","تفسیر موضوعی قرآن","163175356","محمدعلی کوثری","كارشناسي پيوسته","دوشنبه از 17:00 تا 18:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175289","سیده فاطمه موسوی","كارشناسي پيوسته","چهارشنبه از 12:30 تا 14:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","163175355","محمدعلی کوثری","كارشناسي پيوسته","دوشنبه از 15:30 تا 17:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175288","سیده فاطمه موسوی","كارشناسي پيوسته","چهارشنبه از 09:00 تا 10:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175287","سیده فاطمه موسوی","كارشناسي پيوسته","چهارشنبه از 07:30 تا 09:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","163175354","سیدمحمدحسین معزی","كارشناسي پيوسته","يكشنبه از 17:00 تا 18:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","163175353","سیدمحمدحسین معزی","كارشناسي پيوسته","يكشنبه از 15:30 تا 17:00","نظري","2","0","مرد","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175286","شایسته شریعتمداری","كارشناسي پيوسته","سه شنبه از 12:30 تا 14:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","163175352","سیدمحمدحسین معزی","كارشناسي پيوسته","يكشنبه از 14:00 تا 15:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175285","شایسته شریعتمداری","كارشناسي پيوسته","سه شنبه از 10:30 تا 12:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","163175351","علی نیکویی","كارشناسي پيوسته","شنبه از 13:00 تا 14:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175284","شایسته شریعتمداری","كارشناسي پيوسته","دوشنبه از 12:30 تا 14:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90763","تفسیر موضوعی قرآن","163175350","علی نیکویی","كارشناسي پيوسته","شنبه از 07:30 تا 09:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175282","شایسته شریعتمداری","كارشناسي پيوسته","دوشنبه از 10:30 تا 12:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175281","شایسته شریعتمداری","كارشناسي پيوسته","دوشنبه از 09:00 تا 10:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175283","علی نیکویی","كارشناسي پيوسته","دوشنبه از 07:30 تا 09:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175279","علی نیکویی","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175276","سید محمد رضا پیرمرادیان","كارشناسي پيوسته","چهارشنبه از 17:00 تا 18:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175275","سید محمد رضا پیرمرادیان","كارشناسي پيوسته","چهارشنبه از 15:30 تا 17:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175273","سید محمد رضا پیرمرادیان","كارشناسي پيوسته","سه شنبه از 15:30 تا 17:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175272","سید محمد رضا پیرمرادیان","كارشناسي پيوسته","سه شنبه از 17:00 تا 18:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175267","آفتاب جمالی سنگری","كارشناسي پيوسته","سه شنبه از 10:30 تا 12:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175271","آفتاب جمالی سنگری","كارشناسي پيوسته","پنج شنبه از 10:30 تا 12:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175270","آفتاب جمالی سنگری","كارشناسي پيوسته","پنج شنبه از 09:00 تا 10:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175266","آفتاب جمالی سنگری","كارشناسي پيوسته","سه شنبه از 09:00 تا 10:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175269","آفتاب جمالی سنگری","كارشناسي پيوسته","پنج شنبه از 07:30 تا 09:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"20","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","163175133","محمد زمان کشاورز","كارشناسي پيوسته","چهارشنبه از 14:00 تا 15:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90610","اندیشه اسلامی 1 (مبدا ومعاد)","163175132","محمد زمان کشاورز","كارشناسي پيوسته","چهارشنبه از 12:30 تا 14:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 11:00 تا 12:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175180","محمد زمان کشاورز","كارشناسي پيوسته","پنج شنبه از 15:30 تا 17:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175264","آفتاب جمالی سنگری","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175258","محمدرضا حبیبی مهر","كارشناسي پيوسته","يكشنبه از 14:00 تا 15:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","16315256","محمدرضا حبیبی مهر","كارشناسي پيوسته","يكشنبه از 12:30 تا 14:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175255","ژاله سلطانی سروستانی","كارشناسي پيوسته","شنبه از 17:00 تا 18:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175254","ژاله سلطانی سروستانی","كارشناسي پيوسته","شنبه از 15:30 تا 17:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175253","ژاله سلطانی سروستانی","كارشناسي پيوسته","شنبه از 14:00 تا 15:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175252","ژاله سلطانی سروستانی","كارشناسي پيوسته","شنبه از 12:30 تا 14:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90128","دانش خانواده و جمعیت","163175251",,"كارشناسي پيوسته","پنج شنبه از 15:30 تا 17:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"0","1401/11/08 از 13:30 تا 15:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175232","شایسته شریعتمداری","كارشناسي پيوسته","چهارشنبه از 09:00 تا 10:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175231","شایسته شریعتمداری","كارشناسي پيوسته","چهارشنبه از 07:30 تا 09:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98923","آیین زندگی (اخلاق کاربردی)","163175229","مرتضی حق شناس","كارشناسي پيوسته","دوشنبه از 10:30 تا 12:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98923","آیین زندگی (اخلاق کاربردی)","163175228","مرتضی حق شناس","كارشناسي پيوسته","دوشنبه از 09:00 تا 10:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175224","علی نیکویی","كارشناسي پيوسته","دوشنبه از 13:00 تا 14:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175222","شایسته شریعتمداری","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175221","عبدالحمید فرزانه","كارشناسي پيوسته","يكشنبه از 09:00 تا 10:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175220","عبدالحمید فرزانه","كارشناسي پيوسته","يكشنبه از 07:30 تا 09:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175219","علی نیکویی","كارشناسي پيوسته","شنبه از 14:30 تا 16:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175216","سعدی مویدی","كارشناسي پيوسته","دوشنبه از 12:30 تا 14:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163317216","فاطمه خیوه","كارشناسي پيوسته","چهارشنبه از 17:00 تا 18:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175215","فاطمه خیوه","كارشناسي پيوسته","چهارشنبه از 15:30 تا 17:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175214","فاطمه خیوه","كارشناسي پيوسته","چهارشنبه از 14:00 تا 15:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175211","محمدعلی کوثری","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"20","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","1631752003","حامد نعیمی","كارشناسي پيوسته","شنبه از 14:00 تا 15:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175212","محمدعلی کوثری","كارشناسي پيوسته","سه شنبه از 10:30 تا 12:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175210","محمدعلی کوثری","كارشناسي پيوسته","سه شنبه از 09:00 تا 10:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175209","محمد جواد رحمانی","كارشناسي پيوسته","سه شنبه از 12:30 تا 14:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175205","حامد نعیمی","كارشناسي پيوسته","شنبه از 12:30 تا 14:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175204","حامد نعیمی","كارشناسي پيوسته","شنبه از 10:30 تا 12:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175201","حامد نعیمی","كارشناسي پيوسته","شنبه از 09:00 تا 10:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98961","اخلاق اسلامی (مبانی و مفاهیم)","163175200","حامد نعیمی","كارشناسي پيوسته","شنبه از 07:30 تا 09:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/10/27 از 15:30 تا 17:00",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"90613","انسان در اسلام","163175180","خسرو مرادی کهواده","كارشناسي پيوسته","دوشنبه از 09:00 تا 10:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"45","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175177","سمیه امیری","كارشناسي پيوسته","چهارشنبه از 07:30 تا 09:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175178","سمیه امیری","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175174","سمیه امیری","كارشناسي پيوسته","سه شنبه از 13:00 تا 14:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175175","محمدعلی اخگر","كارشناسي پيوسته","دوشنبه از 07:30 تا 09:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175173","مرتضی حق شناس","كارشناسي پيوسته","دوشنبه از 14:00 تا 15:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175172","محمد زمان کشاورز","كارشناسي پيوسته","چهارشنبه از 15:30 تا 17:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175171","محمد زمان کشاورز","كارشناسي پيوسته","پنج شنبه از 12:30 تا 14:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175170","اسداله مصطفی پور","كارشناسي پيوسته","سه شنبه از 10:30 تا 12:00","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175169","اسداله مصطفی پور","كارشناسي پيوسته","يكشنبه از 14:00 تا 15:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175168","اسداله مصطفی پور","كارشناسي پيوسته","سه شنبه از 09:00 تا 10:30","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"43","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175167","اسداله مصطفی پور","كارشناسي پيوسته","سه شنبه از 07:30 تا 09:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175166","عرفانه محمدزاده حقیقی","كارشناسي پيوسته","سه شنبه از 12:30 تا 14:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175165","عرفانه محمدزاده حقیقی","كارشناسي پيوسته","سه شنبه از 10:30 تا 12:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175164","عباس عرفانی فر","كارشناسي پيوسته","سه شنبه از 17:00 تا 18:30","نظري","2","0","برادران","حضوري","ارائه در سطح دانشکده",,"40","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
"98841","اندیشه اسلامی 2‌ (نبوت و امامت)","163175163","عباس عرفانی فر","كارشناسي پيوسته","سه شنبه از 15:30 تا 17:00","نظري","2","0","خواهران","حضوري","ارائه در سطح دانشکده",,"40","1401/11/02 از 08:00 تا 09:30",,"گروه آموزشي دروس عمومی(7116399)","163 - شيراز(163)","163 - شيراز(71163)","71 - فارس(71)"
